h100,h101,h102,h103,h104,h105,h106,h107,h108,h109,h110,h102,h103,h104,h102,h103,h104,h105,h106,h107,h108,h109,h110,h123,h124,h200,h201,h202,h203,h204,h205,h206,h207,h208,h209,h210,h211,h212,h213,h214,h215,h216,h217,h218,h219,h220,h221,h222,h223,h224,h225,h226,h227,offset
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.288754653,0.564961477,4.124592856,0.548229397,1.104522181,4.129992164,61.40098621,0.288754653,0.564961477,4.124592856,0.548229397,1.104522181,0,0,1,1,41.24592856,0,1,0,11.04522181,0,1,0,110.4522181,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.287644907,0.55841697,4.123745194,0.546313647,1.108142237,4.136184534,61.41004854,0.287644907,0.55841697,4.123745194,0.546313647,1.108142237,0,0,1,1,41.23745194,0,1,0,11.08142237,0,1,0,110.8142237,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.287283301,0.552273259,4.125625136,0.544862935,1.110421298,4.142211797,61.39625864,0.287283301,0.552273259,4.125625136,0.544862935,1.110421298,0,0,1,1,41.25625136,0,1,0,11.10421298,0,1,0,111.0421298,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.287959454,0.54867722,4.129306576,0.543974757,1.110140412,4.146065693,61.36419536,0.287959454,0.54867722,4.129306576,0.543974757,1.110140412,0,0,1,1,41.29306576,0,1,0,11.10140412,0,1,0,111.0140412,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.289864912,0.550314592,4.133422139,0.543566192,1.105603849,4.146221893,61.32336773,0.289864912,0.550314592,4.133422139,0.543566192,1.105603849,0,0,1,1,41.33422139,0,1,0,11.05603849,0,1,0,110.5603849,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.2932858,0.559789979,4.136123266,0.543546039,1.095801936,4.141523316,61.2812304,0.2932858,0.559789979,4.136123266,0.543546039,1.095801936,0,0,1,1,41.36123266,0,1,0,10.95801936,0,1,0,109.5801936,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.297581119,0.576411496,4.13706572,0.543863751,1.081627646,4.13231879,61.24546838,0.297581119,0.576411496,4.13706572,0.543863751,1.081627646,0,0,1,1,41.3706572,0,1,0,10.81627646,0,1,0,108.1627646,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.301882502,0.596641952,4.136298715,0.544450232,1.06668563,4.121171704,61.22112662,0.301882502,0.596641952,4.136298715,0.544450232,1.06668563,0,0,1,1,41.36298715,0,1,0,10.6668563,0,1,0,106.668563,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.304879992,0.614789055,4.134294278,0.544992353,1.056329395,4.112287354,61.21379531,0.304879992,0.614789055,4.134294278,0.544992353,1.056329395,0,0,1,1,41.34294278,0,1,0,10.56329395,0,1,0,105.6329395,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.304892848,0.625665113,4.131650352,0.54535693,1.054910213,4.109260595,61.22758566,0.304892848,0.625665113,4.131650352,0.54535693,1.054910213,0,0,1,1,41.31650352,0,1,0,10.54910213,0,1,0,105.4910213,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.30176485,0.627419081,4.128847763,0.5456751,1.06469897,4.113099915,61.26054373,0.30176485,0.627419081,4.128847763,0.5456751,1.06469897,0,0,1,1,41.28847763,0,1,0,10.6469897,0,1,0,106.469897,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.29688606,0.622046701,4.126460261,0.546288444,1.08059191,4.121163451,61.30678444,0.29688606,0.622046701,4.126460261,0.546288444,1.08059191,0,0,1,1,41.26460261,0,1,0,10.8059191,0,1,0,108.059191,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.293020438,0.613682311,4.125194666,0.548189962,1.096474366,4.129383014,61.3538109,0.293020438,0.613682311,4.125194666,0.548189962,1.096474366,0,0,1,1,41.25194666,0,1,0,10.96474366,0,1,0,109.6474366,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.29209784,0.605747447,4.125585228,0.551668349,1.106683412,4.133903539,61.391137,0.29209784,0.605747447,4.125585228,0.551668349,1.106683412,0,0,1,1,41.25585228,0,1,0,11.06683412,0,1,0,110.6683412,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.294646938,0.60040022,4.127707786,0.556617554,1.108018557,4.133316211,61.41278253,0.294646938,0.60040022,4.127707786,0.556617554,1.108018557,0,0,1,1,41.27707786,0,1,0,11.08018557,0,1,0,110.8018557,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.29925512,0.598094375,4.131035528,0.561857468,1.103171324,4.129461622,61.41817847,0.29925512,0.598094375,4.131035528,0.561857468,1.103171324,0,0,1,1,41.31035528,0,1,0,11.03171324,0,1,0,110.3171324,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.303298738,0.597591492,4.134526974,0.565466468,1.096000148,4.125967925,61.40927904,0.303298738,0.597591492,4.134526974,0.565466468,1.096000148,0,0,1,1,41.34526974,0,1,0,10.96000148,0,1,0,109.6000148,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.304508876,0.597464342,4.137267509,0.565964486,1.090220566,4.12603038,61.38860136,0.304508876,0.597464342,4.137267509,0.565964486,1.090220566,0,0,1,1,41.37267509,0,1,0,10.90220566,0,1,0,109.0220566,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.302198551,0.597248626,4.139019876,0.563089154,1.087958442,4.130511644,61.3582885,0.302198551,0.597248626,4.139019876,0.563089154,1.087958442,0,0,1,1,41.39019876,0,1,0,10.87958442,0,1,0,108.7958442,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.297375586,0.597581214,4.139713996,0.55828385,1.088776856,4.137504021,61.32169782,0.297375586,0.597581214,4.139713996,0.55828385,1.088776856,0,0,1,1,41.39713996,0,1,0,10.88776856,0,1,0,108.8776856,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.292206908,0.598320426,4.139720013,0.554034008,1.091870699,4.143675192,61.28259305,0.292206908,0.598320426,4.139720013,0.554034008,1.091870699,0,0,1,1,41.39720013,0,1,0,10.91870699,0,1,0,109.1870699,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.288689417,0.599572196,4.139350607,0.552554527,1.096182422,4.145839439,61.24477688,0.288689417,0.599572196,4.139350607,0.552554527,1.096182422,0,0,1,1,41.39350607,0,1,0,10.96182422,0,1,0,109.6182422,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.287745653,0.601267902,4.138741099,0.554640033,1.100749439,4.143231925,61.21111408,0.287745653,0.601267902,4.138741099,0.554640033,1.100749439,0,0,1,1,41.38741099,0,1,0,11.00749439,0,1,0,110.0749439,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.289337938,0.603484776,4.138066595,0.559246843,1.104295909,4.137354474,61.18359781,0.289337938,0.603484776,4.138066595,0.559246843,1.104295909,0,0,1,1,41.38066595,0,1,0,11.04295909,0,1,0,110.4295909,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.29281982,0.605944146,4.137299057,0.564408753,1.105586915,4.131596076,61.16328376,0.29281982,0.605944146,4.137299057,0.564408753,1.105586915,0,0,1,1,41.37299057,0,1,0,11.05586915,0,1,0,110.5586915,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.297444893,0.608633504,4.13654829,0.568241085,1.103360355,4.128761471,61.15146191,0.297444893,0.608633504,4.13654829,0.568241085,1.103360355,0,0,1,1,41.3654829,0,1,0,11.03360355,0,1,0,110.3360355,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.302544856,0.610881836,4.135789714,0.5698658,1.097578974,4.130219146,61.1499223,0.302544856,0.610881836,4.135789714,0.5698658,1.097578974,0,0,1,1,41.35789714,0,1,0,10.97578974,0,1,0,109.7578974,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.306600736,0.61236974,4.134566371,0.569439043,1.089611578,4.134740119,61.15952624,0.306600736,0.61236974,4.134566371,0.569439043,1.089611578,0,0,1,1,41.34566371,0,1,0,10.89611578,0,1,0,108.9611578,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.308143212,0.612476952,4.132707257,0.567612531,1.081745753,4.140060132,61.18197186,0.308143212,0.612476952,4.132707257,0.567612531,1.081745753,0,0,1,1,41.32707257,0,1,0,10.81745753,0,1,0,108.1745753,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.305996917,0.610746713,4.129898911,0.565063843,1.076006023,4.14390939,61.21847117,0.305996917,0.610746713,4.129898911,0.565063843,1.076006023,0,0,1,1,41.29898911,0,1,0,10.76006023,0,1,0,107.6006023,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.300494725,0.60741374,4.126246522,0.562496437,1.073283355,4.145176464,61.26451434,0.300494725,0.60741374,4.126246522,0.562496437,1.073283355,0,0,1,1,41.26246522,0,1,0,10.73283355,0,1,0,107.3283355,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.293557552,0.603858964,4.12246792,0.560716649,1.072965118,4.143741027,61.31191235,0.293557552,0.603858964,4.12246792,0.560716649,1.072965118,0,0,1,1,41.2246792,0,1,0,10.72965118,0,1,0,107.2965118,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.288661251,0.602245843,4.119579761,0.560638253,1.073042119,4.139997676,61.35073448,0.288661251,0.602245843,4.119579761,0.560638253,1.073042119,0,0,1,1,41.19579761,0,1,0,10.73042119,0,1,0,107.3042119,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.288808094,0.604354158,4.118498446,0.563068014,1.0720896,4.134404465,61.37002102,0.288808094,0.604354158,4.118498446,0.563068014,1.0720896,0,0,1,1,41.18498446,0,1,0,10.720896,0,1,0,107.20896,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.294652583,0.609907529,4.119562488,0.56769587,1.070045836,4.127662415,61.36582967,0.294652583,0.609907529,4.119562488,0.56769587,1.070045836,0,0,1,1,41.19562488,0,1,0,10.70045836,0,1,0,107.0045836,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.303796054,0.615859765,4.122320089,0.573122952,1.067862035,4.120936552,61.34351457,0.303796054,0.615859765,4.122320089,0.573122952,1.067862035,0,0,1,1,41.22320089,0,1,0,10.67862035,0,1,0,106.7862035,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.312321227,0.617343217,4.125941054,0.577435221,1.06759133,4.11534663,61.31273352,0.312321227,0.617343217,4.125941054,0.577435221,1.06759133,0,0,1,1,41.25941054,0,1,0,10.6759133,0,1,0,106.759133,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.316381683,0.610152925,4.129600496,0.578190803,1.070887676,4.112126825,61.28342854,0.316381683,0.610152925,4.129600496,0.578190803,1.070887676,0,0,1,1,41.29600496,0,1,0,10.70887676,0,1,0,107.0887676,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.314623397,0.593565502,4.132706147,0.574998199,1.078185619,4.111939042,61.26165967,0.314623397,0.593565502,4.132706147,0.574998199,1.078185619,0,0,1,1,41.32706147,0,1,0,10.78185619,0,1,0,107.8185619,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.308368676,0.571069973,4.134808865,0.569059364,1.088407,4.114720359,61.25286878,0.308368676,0.571069973,4.134808865,0.569059364,1.088407,0,0,1,1,41.34808865,0,1,0,10.88407,0,1,0,108.8407,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.300890102,0.548742143,4.135759628,0.562602434,1.099258491,4.11948359,61.26350552,0.300890102,0.548742143,4.135759628,0.562602434,1.099258491,0,0,1,1,41.35759628,0,1,0,10.99258491,0,1,0,109.9258491,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.294967968,0.532274591,4.135309088,0.557722468,1.108793337,4.125238813,61.29716237,0.294967968,0.532274591,4.135309088,0.557722468,1.108793337,0,0,1,1,41.35309088,0,1,0,11.08793337,0,1,0,110.8793337,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.292163524,0.524460325,4.133520605,0.555484962,1.115828832,4.131227984,61.34828378,0.292163524,0.524460325,4.133520605,0.555484962,1.115828832,0,0,1,1,41.33520605,0,1,0,11.15828832,0,1,0,111.5828832,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.292066471,0.524333252,4.130780094,0.555683961,1.120305636,4.137111172,61.40436058,0.292066471,0.524333252,4.130780094,0.555683961,1.120305636,0,0,1,1,41.30780094,0,1,0,11.20305636,0,1,0,112.0305636,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.293776666,0.528792314,4.127692845,0.55740241,1.122593974,4.140366368,61.44349863,0.293776666,0.528792314,4.127692845,0.55740241,1.122593974,0,0,1,1,41.27692845,0,1,0,11.22593974,0,1,0,112.2593974,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.296271609,0.535637569,4.125019396,0.559811446,1.123135519,4.140187996,61.4469168,0.296271609,0.535637569,4.125019396,0.559811446,1.123135519,0,0,1,1,41.25019396,0,1,0,11.23135519,0,1,0,112.3135519,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.298818023,0.542696351,4.123098164,0.562402008,1.122181215,4.136627251,61.41068887,0.298818023,0.542696351,4.123098164,0.562402008,1.122181215,0,0,1,1,41.23098164,0,1,0,11.22181215,0,1,0,112.2181215,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.300897007,0.549787933,4.121770222,0.565052218,1.120050755,4.131323422,61.34911706,0.300897007,0.549787933,4.121770222,0.565052218,1.120050755,0,0,1,1,41.21770222,0,1,0,11.20050755,0,1,0,112.0050755,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.30199411,0.557273344,4.120904136,0.567678198,1.117096021,4.127198629,61.28590061,0.30199411,0.557273344,4.120904136,0.567678198,1.117096021,0,0,1,1,41.20904136,0,1,0,11.17096021,0,1,0,111.7096021,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.30171673,0.565705012,4.120302622,0.570286279,1.113587878,4.126837306,61.24418273,0.30171673,0.565705012,4.120302622,0.570286279,1.113587878,0,0,1,1,41.20302622,0,1,0,11.13587878,0,1,0,111.3587878,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.300058474,0.57380968,4.119956247,0.572775377,1.109604747,4.130753753,61.23756653,0.300058474,0.57380968,4.119956247,0.572775377,1.109604747,0,0,1,1,41.19956247,0,1,0,11.09604747,0,1,0,110.9604747,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.297624328,0.581691071,4.120078364,0.574789623,1.104949267,4.137613727,61.25713684,0.297624328,0.581691071,4.120078364,0.574789623,1.104949267,0,0,1,1,41.20078364,0,1,0,11.04949267,0,1,0,110.4949267,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.29541995,0.587320027,4.121030863,0.575850526,1.099126412,4.144592146,61.28817878,0.29541995,0.587320027,4.121030863,0.575850526,1.099126412,0,0,1,1,41.21030863,0,1,0,10.99126412,0,1,0,109.9126412,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.29436001,0.589195357,4.123138364,0.575542221,1.091777329,4.149022063,61.31447713,0.29436001,0.589195357,4.123138364,0.575542221,1.091777329,0,0,1,1,41.23138364,0,1,0,10.91777329,0,1,0,109.1777329,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.294732507,0.587622094,4.126139967,0.573841704,1.083212244,4.150083283,61.32723066,0.294732507,0.587622094,4.126139967,0.573841704,1.083212244,0,0,1,1,41.26139967,0,1,0,10.83212244,0,1,0,108.3212244,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.295776616,0.583550005,4.129502357,0.571306659,1.074727007,4.148580883,61.32736447,0.295776616,0.583550005,4.129502357,0.571306659,1.074727007,0,0,1,1,41.29502357,0,1,0,10.74727007,0,1,0,107.4727007,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.296624384,0.579055398,4.132158553,0.568800219,1.068277014,4.146747437,61.31754852,0.296624384,0.579055398,4.132158553,0.568800219,1.068277014,0,0,1,1,41.32158553,0,1,0,10.68277014,0,1,0,106.8277014,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.296255272,0.576450894,4.133161524,0.567123218,1.065759495,4.146508437,61.30141142,0.296255272,0.576450894,4.133161524,0.567123218,1.065759495,0,0,1,1,41.33161524,0,1,0,10.65759495,0,1,0,106.5759495,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.294231787,0.576107816,4.132382909,0.566489864,1.066806933,4.148247874,61.28070814,0.294231787,0.576107816,4.132382909,0.566489864,1.066806933,0,0,1,1,41.32382909,0,1,0,10.66806933,0,1,0,106.6806933,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.291133657,0.578812685,4.130622552,0.566330215,1.070038883,4.149892911,61.25693705,0.291133657,0.578812685,4.130622552,0.566330215,1.070038883,0,0,1,1,41.30622552,0,1,0,10.70038883,0,1,0,107.0038883,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.288009018,0.584191231,4.129295483,0.56557837,1.071792481,4.148686194,61.2306851,0.288009018,0.584191231,4.129295483,0.56557837,1.071792481,0,0,1,1,41.29295483,0,1,0,10.71792481,0,1,0,107.1792481,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.285699676,0.592214971,4.129675212,0.563251881,1.069052488,4.141560569,61.20314568,0.285699676,0.592214971,4.129675212,0.563251881,1.069052488,0,0,1,1,41.29675212,0,1,0,10.69052488,0,1,0,106.9052488,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.285209716,0.601417474,4.132009033,0.559790907,1.062001603,4.128890754,61.17767839,0.285209716,0.601417474,4.132009033,0.559790907,1.062001603,0,0,1,1,41.32009033,0,1,0,10.62001603,0,1,0,106.2001603,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.286781883,0.608371259,4.135106315,0.556454818,1.054875078,4.114503754,61.15997932,0.286781883,0.608371259,4.135106315,0.556454818,1.054875078,0,0,1,1,41.35106315,0,1,0,10.54875078,0,1,0,105.4875078,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.291044388,0.609122992,4.137101016,0.555900607,1.055151771,4.10471958,61.15790844,0.291044388,0.609122992,4.137101016,0.555900607,1.055151771,0,0,1,1,41.37101016,0,1,0,10.55151771,0,1,0,105.5151771,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.297243227,0.60219486,4.136784519,0.559153487,1.065384868,4.103277322,61.17407177,0.297243227,0.60219486,4.136784519,0.559153487,1.065384868,0,0,1,1,41.36784519,0,1,0,10.65384868,0,1,0,106.5384868,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.304027465,0.590662307,4.134458481,0.565404515,1.082553955,4.109448773,61.2037409,0.304027465,0.590662307,4.134458481,0.565404515,1.082553955,0,0,1,1,41.34458481,0,1,0,10.82553955,0,1,0,108.2553955,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.309429492,0.581414949,4.131027142,0.571917767,1.097138291,4.119821322,61.23524902,0.309429492,0.581414949,4.131027142,0.571917767,1.097138291,0,0,1,1,41.31027142,0,1,0,10.97138291,0,1,0,109.7138291,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.310963797,0.581140543,4.127913236,0.57616529,1.101129288,4.130358075,61.25753324,0.310963797,0.581140543,4.127913236,0.57616529,1.101129288,0,0,1,1,41.27913236,0,1,0,11.01129288,0,1,0,110.1129288,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.307463678,0.591956749,4.125856472,0.576606923,1.090845548,4.138439778,61.26314025,0.307463678,0.591956749,4.125856472,0.576606923,1.090845548,0,0,1,1,41.25856472,0,1,0,10.90845548,0,1,0,109.0845548,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.301001387,0.606975809,4.12521759,0.573282139,1.069743146,4.143506506,61.25433155,0.301001387,0.606975809,4.12521759,0.573282139,1.069743146,0,0,1,1,41.2521759,0,1,0,10.69743146,0,1,0,106.9743146,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.294049567,0.61328552,4.126049717,0.567203285,1.048288345,4.145085187,61.23790163,0.294049567,0.61328552,4.126049717,0.567203285,1.048288345,0,0,1,1,41.26049717,0,1,0,10.48288345,0,1,0,104.8288345,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.28995569,0.597786041,4.128654531,0.559501287,1.034865681,4.143467101,61.22081385,0.28995569,0.597786041,4.128654531,0.559501287,1.034865681,0,0,1,1,41.28654531,0,1,0,10.34865681,0,1,0,103.4865681,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.290181257,0.556503308,4.13262277,0.551597618,1.035982454,4.139278718,61.21145801,0.290181257,0.556503308,4.13262277,0.551597618,1.035982454,0,0,1,1,41.3262277,0,1,0,10.35982454,0,1,0,103.5982454,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.293099553,0.499505386,4.137078931,0.54431639,1.05308397,4.134261456,61.2163669,0.293099553,0.499505386,4.137078931,0.54431639,1.05308397,0,0,1,1,41.37078931,0,1,0,10.5308397,0,1,0,105.308397,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.294471179,0.446489883,4.140130146,0.539040357,1.083087012,4.131145723,61.24567549,0.294471179,0.446489883,4.140130146,0.539040357,1.083087012,0,0,1,1,41.40130146,0,1,0,10.83087012,0,1,0,108.3087012,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.291661555,0.419205973,4.140095109,0.536988561,1.12518508,4.132660932,61.30794913,0.291661555,0.419205973,4.140095109,0.536988561,1.12518508,0,0,1,1,41.40095109,0,1,0,11.2518508,0,1,0,112.518508,0,0,0,1
